,nr,pytanie_po_polsku,pytanie_bez_mcq,pytanie_po_angielsku,odpowiedź,A,B,C,D,E,tags,marked,baza_pytań,część,dziedzina,tematy,,ID
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,,,
